Genome	metagenome	breadth	read_count	size.x	depth_cov	fasta	size.y	BUSCO_lineage	lineage	BAT_euk	bat_bacteria	Lichen.metagenomes	lineage_broad	putative_role	confirmed_role	note
private_T1914_concoct_bin.19	SRR14722164	54.14	197297	27996602	0.880897082	private_T1914_concoct_bin.19.fa	27996602	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	NA	Lecidea tessellata	Fungi	fungi_other	fungi_other	
private_T1914_concoct_bin.19	T1914	99.97	2015367	27996602	8.998266111	private_T1914_concoct_bin.19.fa	27996602	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870;1618100;2231493;158045;158046	Phaeomoniella chlamydospora	NA	Mycoblastus_sanguinarius	Fungi	fungi_other	fungi_other	
public_SRR14722301_metawrap_bin.2	SRR14722296	97.54	172254	3459433	6.224069089	public_SRR14722301_metawrap_bin.2.fa	3459433	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Cladonia ravenelii	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722301_metawrap_bin.2	SRR14722301	99.8	350690	3459433	12.67151293	public_SRR14722301_metawrap_bin.2.fa	3459433	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Cladonia leporina	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722141_concoct_bin.2	SRR14722141	99.95	5110557	31686946	20.16034063	public_SRR14722141_concoct_bin.2.fa	31686946	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Phaeophyscia squarrosa	Fungi	mycobiont	mycobiont	
public_SRR14722005_metabat2_bin.1	SRR14722005	99.84	2489225	29113940	10.68742757	public_SRR14722005_metabat2_bin.1.fa	29113940	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Heterodermia neglecta	Fungi	mycobiont	mycobiont	
public_SRR14721973_metabat2_bin.2	SRR14721973	99.89	1812917	34874262	6.498047901	public_SRR14721973_metabat2_bin.2.fa	34874262	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546	leotiomyceta	NA	Fissurina insidiosa	Fungi	mycobiont	mycobiont	
public_SRR14722050_metabat2_bin.2	SRR14722050	99.97	2119060	22900309	11.56676532	public_SRR14722050_metabat2_bin.2.fa	22900309	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Porpidia crustulata	Fungi	mycobiont	mycobiont	
public_SRR14722149_metawrap_bin.9	SRR14722149	99.89	233902	3063529	9.543813687	public_SRR14722149_metawrap_bin.9.fa	3063529	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	Peltigera sp. Lendemer_46965_NY-2794668	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721980_metawrap_bin.1	SRR14721980	99.82	128490	2863536	5.608887054	public_SRR14721980_metawrap_bin.1.fa	2863536	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Aspicilia laevata	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.13	T1916	99.94	341115	4942379	8.627297704	private_T1916_metawrap_bin.13.fa	4942379	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Lichenihabitans;s__	Thelotrema_lepadinum	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.12	T1916	99.84	523846	3543954	18.47674942	private_T1916_metawrap_bin.12.fa	3543954	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__RH-AL1;s__	Thelotrema_lepadinum	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.15	SRR14721996	55.99	24798	2301118	1.347062602	private_T1916_metawrap_bin.15.fa	2301118	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Hypogymnia vittata	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.15	SRR14722166	51.86	22271	2301118	1.20979237	private_T1916_metawrap_bin.15.fa	2301118	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Parmotrema xanthinum	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.15	SRR14722229	50.96	20994	2301118	1.140423916	private_T1916_metawrap_bin.15.fa	2301118	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Lecidea roseotincta	bacteria_other	bacteria_other	bacteria_other	
private_T1916_metawrap_bin.15	T1916	99.86	137512	2301118	7.469847266	private_T1916_metawrap_bin.15.fa	2301118	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Thelotrema_lepadinum	bacteria_other	bacteria_other	bacteria_other	
private_T1867_metawrap_bin.1	T1867	99.77	178841	2983634	7.49258287	private_T1867_metawrap_bin.1.fa	2983634	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Xylographa_vitiligo	bacteria_other	bacteria_other	bacteria_other	
private_X11_metabat2_bin.10	X11	99.97	40186825	24878815	201.9128775	private_X11_metabat2_bin.10.fa	24878815	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Ramalina menziesii	Fungi	mycobiont	mycobiont	
private_T1881_metabat2_bin.5	T1881	99.68	80021198	22810638	438.5081097	private_T1881_metabat2_bin.5.fa	22810638	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;1520791;452227;87265;87266;136370	Lasallia pustulata	NA	Hypocenomyce_scalaris	Fungi	mycobiont	mycobiont	
public_SRR14722325_metabat2_bin.1	SRR14722325	99.97	4096911	30316057	16.89249611	public_SRR14722325_metabat2_bin.1.fa	30316057	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Parmotrema internexum	Fungi	mycobiont	mycobiont	
public_SRR5808930_metabat2_bin.9	SRR5808930	99.97	25672612	36310671	88.37833099	public_SRR5808930_metabat2_bin.9.fa	36310671	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Evernia prunastri	Fungi	mycobiont	mycobiont	
public_SRR14722156_metawrap_bin.3	SRR14722124	67.21	32065	3274598	1.224005206	public_SRR14722156_metawrap_bin.3.fa	3274598	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Melanelia culbersonii	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722156_metawrap_bin.3	SRR14722156	99.79	168500	3274598	6.432087236	public_SRR14722156_metawrap_bin.3.fa	3274598	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Melanelia stygia	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722156_metawrap_bin.3	SRR14722165	90.93	66893	3274598	2.553481374	public_SRR14722156_metawrap_bin.3.fa	3274598	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Rhizocarpon subgeminatum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722156_metawrap_bin.3	SRR14722309	51.37	22772	3274598	0.869267006	public_SRR14722156_metawrap_bin.3.fa	3274598	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Lecanora markjohnstonii	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722023_metabat2_bin.5	SRR14722023	99.96	5990696	33216096	22.54440136	public_SRR14722023_metabat2_bin.5.fa	33216096	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Usnea ceratina	Fungi	mycobiont	mycobiont	
public_ERR4179390_concoct_bin.45	ERR4179390	99.94	14137170	51114057	34.57260788	public_ERR4179390_concoct_bin.45.fa	51114057	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966	Trebouxiophyceae	NA	Lobaria pulmonaria	Chlorophyta	photobiont_chloro	photobiont_chloro	
private_X1_metawrap_bin.1	X1	99.8	1623132	3855599	52.62256267	private_X1_metawrap_bin.1.fa	3855599	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Protousnea poeppiggii	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722116_metabat2_bin.5	SRR14722116	99.62	1753743	48859335	4.486714258	public_SRR14722116_metabat2_bin.5.fa	48859335	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Usnea subscabrosa	Chlorophyta	photobiont_chloro	photobiont_chloro	
public_SRR14722116_metabat2_bin.5	SRR14722166	84.28	707492	48859335	1.810022588	public_SRR14722116_metabat2_bin.5.fa	48859335	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Parmotrema xanthinum	Chlorophyta	photobiont_chloro	photobiont_chloro	
private_X5_concoct_bin.21	X5	99.9	16854984	25436447	82.82890295	private_X5_concoct_bin.21.fa	25436447	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Pectenia cyanoloma	Fungi	mycobiont	mycobiont	
public_SRR14721974_metabat2_bin.1	SRR14721974	99.76	2413765	25397939	11.87972871	public_SRR14721974_metabat2_bin.1.fa	25397939	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Hypotrachyna catawbiensis	Fungi	mycobiont	mycobiont	
public_SRR14721952_metawrap_bin.1	SRR14721952	99.77	138940	3098390	5.60533051	public_SRR14721952_metawrap_bin.1.fa	3098390	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	Cladonia ochrochlora	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721952_metawrap_bin.1	SRR14722277	55.05	23198	3098390	0.935889284	public_SRR14721952_metawrap_bin.1.fa	3098390	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Granulicella_C;s__	Cladonia furcata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.9	ERR4179391	62.36	101600	3218285	3.94620116	public_SRR11456914_metawrap_bin.9.fa	3218285	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	Peltigera polydactylon	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.9	SRR11456914	99.99	2239756	3218285	86.99338312	public_SRR11456914_metawrap_bin.9.fa	3218285	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.8	SRR11456913	50.06	55196	4281283	1.611549622	public_SRR11456914_metawrap_bin.8.fa	4281283	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	Peltigera malacea	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.8	SRR11456914	99.99	636678	4281283	18.5889954	public_SRR11456914_metawrap_bin.8.fa	4281283	NA	NA	NA	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Friedmanniella;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.3	SRR11456914	99.8	421653	5499777	9.583411291	public_SRR11456914_metawrap_bin.3.fa	5499777	NA	NA	NA	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.2	SRR11456914	99.95	742599	4686693	19.80604981	public_SRR11456914_metawrap_bin.2.fa	4686693	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.1	SRR11456914	99.71	157157	3019888	6.505083963	public_SRR11456914_metawrap_bin.1.fa	3019888	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.7	SRR11456914	99.89	410295	4004525	12.80723057	public_SRR11456914_metawrap_bin.7.fa	4004525	NA	NA	NA	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.5	SRR11456914	99.87	491025	4204513	14.59815322	public_SRR11456914_metawrap_bin.5.fa	4204513	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR11456914_metawrap_bin.4	SRR11456914	99.66	186057	3533321	6.582228164	public_SRR11456914_metawrap_bin.4.fa	3533321	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722174_metawrap_bin.1	SRR14722021	69.92	41459	3553095	1.458552333	public_SRR14722174_metawrap_bin.1.fa	3553095	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Parmotrema perlatum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722174_metawrap_bin.1	SRR14722174	99.88	176585	3553095	6.212365557	public_SRR14722174_metawrap_bin.1.fa	3553095	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Parmotrema diffractaicum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721960_metabat2_bin.2	SRR13685157	96.59	798420	24608064	4.055682723	public_SRR14721960_metabat2_bin.2.fa	24608064	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Phyllopsora corallina	Fungi	mycobiont	mycobiont	
public_SRR14721960_metabat2_bin.2	SRR14721960	99.97	1920515	24608064	9.755516525	public_SRR14721960_metabat2_bin.2.fa	24608064	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881;388435;5197;157822;78060;112415	Letharia	NA	Phyllopsora corallina	Fungi	mycobiont	mycobiont	
public_SRR14722150_metawrap_bin.2	SRR14722150	99.89	162660	3046830	6.673329329	public_SRR14722150_metawrap_bin.2.fa	3046830	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Cladonia arbuscula	bacteria_other	bacteria_other	bacteria_other	
public_SRR1532736_concoct_bin.20	SRR14722157	87.77	650132	35234345	2.306456953	public_SRR1532736_concoct_bin.20.fa	35234345	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Lecidea sp. Lendemer_46382_NY-2795264	Chlorophyta	photobiont_chloro	photobiont_chloro	
public_SRR1532736_concoct_bin.20	SRR14722167	56.29	229204	35234345	0.813141269	public_SRR1532736_concoct_bin.20.fa	35234345	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Dimelaena oreina	Chlorophyta	photobiont_chloro	photobiont_chloro	
public_SRR1532736_concoct_bin.20	SRR1532736	99.8	3301830	35234345	11.71381929	public_SRR1532736_concoct_bin.20.fa	35234345	chlorophyta_odb10	1;131567;2759;33090;3041;2692248;75966;2507901;2507902;13786;285719;2608996	Trebouxia sp. A1-2	NA	Physcia stellaris	Chlorophyta	photobiont_chloro	photobiont_chloro	
private_T1894_metabat2_bin.4	T1894	99.98	70169753	22054922	397.6989411	private_T1894_metabat2_bin.4.fa	22054922	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Lecidea_scabridula	Fungi	mycobiont	mycobiont	
private_T1904_concoct_bin.11	T1904	99.91	1611629	26722152	7.538824905	private_T1904_concoct_bin.11.fa	26722152	eurotiomycetes_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451870	Chaetothyriomycetidae	NA	Toensbergia_leucococca	Fungi	fungi_other	fungi_other	
private_T1882_concoct_bin.24	T1882	99.99	70692552	23645587	373.7090139	private_T1882_concoct_bin.24.fa	23645587	ascomycota_odb10	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;147547;1520881	OSLEUM clade	NA	Acarospora_spec	Fungi	mycobiont	mycobiont	
public_SRR2387885_metawrap_bin.1	SRR2387885	99.98	840173	5232624	20.07054682	public_SRR2387885_metawrap_bin.1.fa	5232624	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	Lasallia pustulata	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722086_metawrap_bin.2	SRR14722086	99.77	463658	4409664	13.14323495	public_SRR14722086_metawrap_bin.2.fa	4409664	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	fungal sp. Tripp_6058_COLO-L-0051364	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.7	SRR14722161	59.19	22244	2839538	0.97920859	public_SRR14722230_metawrap_bin.7.fa	2839538	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	Leptogium austroamericanum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.7	SRR14722175	57.73	20826	2839538	0.916786463	public_SRR14722230_metawrap_bin.7.fa	2839538	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	Nephroma helveticum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.7	SRR14722230	99.25	104310	2839538	4.59185614	public_SRR14722230_metawrap_bin.7.fa	2839538	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__	Coccocarpia palmicola	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.6	SRR14722230	99.55	127036	2399572	6.617638479	public_SRR14722230_metawrap_bin.6.fa	2399572	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	Coccocarpia palmicola	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	ERR4179390	52.58	109552	3278937	4.176353495	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Lobaria pulmonaria	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR11456914	54.01	99282	3278937	3.784839416	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR11456915	56.67	131838	3278937	5.025942859	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Peltigera aphthosa	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR11456918	60.93	63241	3278937	2.410880416	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Peltigera dolichorhiza	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR14722008	50.16	21230	3278937	0.809332415	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Sticta fragilinata	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR14722161	53.71	21650	3278937	0.825343701	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Leptogium austroamericanum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR14722175	64.45	29924	3278937	1.140766047	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Nephroma helveticum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.1	SRR14722230	99.6	162928	3278937	6.211159287	public_SRR14722230_metawrap_bin.1.fa	3278937	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__	Coccocarpia palmicola	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.3	SRR11456914	52.13	52740	2710827	2.431914689	public_SRR14722230_metawrap_bin.3.fa	2710827	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	Peltigera extenuata	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.3	SRR14722145	62.6	62319	2710827	2.87361569	public_SRR14722230_metawrap_bin.3.fa	2710827	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	Leptogium chloromelum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.3	SRR14722230	99.71	141309	2710827	6.515954356	public_SRR14722230_metawrap_bin.3.fa	2710827	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Enterovirga;s__	Coccocarpia palmicola	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721966_metawrap_bin.1	SRR14721966	99.99	1279501	3464940	46.15884402	public_SRR14721966_metawrap_bin.1.fa	3464940	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__VCDI01;s__	Opegrapha moroziana	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722230_metawrap_bin.9	SRR14722230	99.81	414310	5113930	10.12699626	public_SRR14722230_metawrap_bin.9.fa	5113930	NA	NA	NA	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Coccocarpia palmicola	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721966_metawrap_bin.2	SRR14721966	99.85	183895	2824418	8.138623603	public_SRR14721966_metawrap_bin.2.fa	2824418	NA	NA	NA	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	Opegrapha moroziana	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722113_metawrap_bin.3	SRR14722113	99.42	180456	4712769	4.786358084	public_SRR14722113_metawrap_bin.3.fa	4712769	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Nephroma helveticum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722113_metawrap_bin.3	SRR1531545	65.77	97102	4712769	2.575502852	public_SRR14722113_metawrap_bin.3.fa	4712769	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__;s__	Leptogium austroamericanum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722113_metawrap_bin.1	SRR14722113	99.02	77679	2598062	3.737353073	public_SRR14722113_metawrap_bin.1.fa	2598062	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Nephroma helveticum	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722113_metawrap_bin.1	SRR14722169	66.72	25495	2598062	1.226635469	public_SRR14722113_metawrap_bin.1.fa	2598062	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Punctelia appalachiensis	bacteria_other	bacteria_other	bacteria_other	
public_SRR14722113_metawrap_bin.1	SRR14722219	64.19	22519	2598062	1.083451819	public_SRR14722113_metawrap_bin.1.fa	2598062	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	Hypotrachyna sp. JCL-2020a	bacteria_other	bacteria_other	bacteria_other	
public_SRR14721966_metawrap_bin.3	SRR14721966	99.92	234031	3167985	9.234221437	public_SRR14721966_metawrap_bin.3.fa	3167985	NA	NA	NA	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__EB88;s__	Opegrapha moroziana	bacteria_other	bacteria_other	bacteria_other	
